"design_id","scenario_id_module","innovation_module","module","panel","series","regime","regime_label","phi_module","N_module","M_module","Q_module","x_order","alpha_nominal","C_nominal","note","innovation_label_module","dist_code","skewness","excess_kurtosis","assumption_status_module","severity_group_module","phi_label_module","N_label","alpha_effective","L_module","seed","scenario_id_result","innovation_result","innovation_label_result","assumption_status_result","severity_group_result","phi_result","phi_label_result","N_result","M_result","Q_result","L_result","B_point","B_CI","statistic","coverage","coverage_error","coverage_mcse","gaussian_paired_coverage_error","gaussian_paired_error_mcse","rejection","mean_statistic_finite","ci_subset_coverage","ci_subset_coverage_mcse","n_finite_lengths","mean_length","mean_length_mcse","sd_length","median_length","q25_length","q75_length","q90_length","q95_length","mean_component_length","normalized_mean_length","relative_mean_length_to_raw","disconnected_rate","nonregular_rate","interval_failure_rate","convex_failure_rate"
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"V_oracle",0.88069,-0.06931,0.00102506157815031,-0.0682,0.00089358580167539,0.11931,1.70452324771137,0.883,0.00227278463563973,20000,0.437702863275028,0.000843374470447794,0.11927116142665,0.431676282074123,0.353309106253198,0.515017096596922,0.595448319634716,0.64400415344807,0.437702863275028,0.893287563909485,1,0,0,0,0.00842
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"V_feasible",0.87665,-0.0733499999999999,0.00103987873091048,-0.07224,0.000936067618404708,0.12335,1.75136927065229,0.8788,0.00230771055377402,20000,0.447706836947677,0.000998925762050431,0.14126943604956,0.440110761364878,0.344018630503482,0.539875056499125,0.636893890441774,0.693554155079202,0.447706836947677,0.913704211871507,1.02285562766895,0,0,0,0.00842
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"VK_asym_full_oracle",0.90722,-0.0427799999999999,0.000917452296307552,-0.04167,0.000810149785179719,0.09278,1.38492513876549,0.91045,0.00201904429743381,20000,0.482809435746038,0.000932861918863404,0.131926597747802,0.476052948518046,0.389543185241983,0.567684843743628,0.657059741593089,0.711414012761313,0.482809435746038,0.985343484991311,1.10305295271205,0,0,0,0.00842
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"VK_leading_oracle",0.90722,-0.0427799999999999,0.000917452296307552,-0.04167,0.000810149785179719,0.09278,1.38492513876549,0.91045,0.00201904429743381,20000,0.482809435746038,0.000932861918863404,0.131926597747802,0.476052948518046,0.389543185241983,0.567684843743628,0.657059741593089,0.711414012761313,0.482809435746038,0.985343484991311,1.10305295271205,0,0,0,0.00842
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"VK_asym_full_feasible",0.90432,-0.0456799999999999,0.000930189967694771,-0.04457,0.000854659262761806,0.09568,1.42298753240499,0.9064,0.00205959996115751,20000,0.497114538075873,0.00110455720595412,0.156207978107724,0.488874902910649,0.383740695275369,0.598841869827886,0.705632558277278,0.768397014253574,0.497114538075873,1.01453810783677,1.13573517512841,0,0,0,0.00842
"gaussian_phi000_N64_M8_Q8","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,64,8,8,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.5,4,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,8,8,4,100000,20000,"F_feasible_leading",0.90432,-0.0456799999999999,0.000930189967694771,-0.04457,0.000854659262761806,0.09568,1.42298753240499,0.9064,0.00205959996115751,20000,0.497114538075873,0.00110455720595412,0.156207978107724,0.488874902910649,0.383740695275369,0.598841869827886,0.705632558277278,0.768397014253574,0.497114538075873,1.01453810783677,1.13573517512841,0,0,0,0.00842
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"raw",0.76135,-0.18865,0.00134794724488757,-0.18754,0.00127188979909291,0.23865,1.7611706247756,0.7629,0.00300735423586913,20000,0.345943638662808,0.00103441029616558,0.146287706989574,0.332959239757466,0.238016007979982,0.438467356058718,0.540722571125452,0.606146552661865,0.345943638662808,0.706020399132979,1,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"K_asym_full",0.81341,-0.13659,0.00123196660628444,-0.13548,0.00116398678886508,0.18659,1.10073164048475,0.81435,0.0027494006392303,20000,0.406297654357089,0.00121791434154787,0.17223909796257,0.391136782030783,0.279569670208743,0.51465906172119,0.635096518357006,0.71333650034409,0.406297654357089,0.829194123079634,1.17446199018883,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"K_leading",0.81341,-0.13659,0.00123196660628444,-0.13548,0.00116398678886508,0.18659,1.10073164048475,0.81435,0.0027494006392303,20000,0.406297654357089,0.00121791434154787,0.17223909796257,0.391136782030783,0.279569670208743,0.51465906172119,0.635096518357006,0.71333650034409,0.406297654357089,0.829194123079634,1.17446199018883,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"V_oracle",0.76135,-0.18865,0.00134794724488757,-0.18754,0.00127188979909291,0.23865,1.7611706247756,0.7629,0.00300735423586913,20000,0.345943638662808,0.00103441029616558,0.146287706989574,0.332959239757466,0.238016007979982,0.438467356058718,0.540722571125452,0.606146552661865,0.345943638662808,0.706020399132979,1,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"V_feasible",0.75804,-0.19196,0.00135430926453303,-0.19085,0.00128393117408707,0.24196,1.80780650752004,0.75985,0.00302057922839312,20000,0.347978105609644,0.00108759498763807,0.153809158188675,0.332531262388101,0.233782535718156,0.444684384591465,0.553497573583852,0.622833272582904,0.347978105609644,0.710172448788755,1.00588092024094,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"VK_asym_full_oracle",0.81341,-0.13659,0.00123196660628444,-0.13548,0.00116398678886508,0.18659,1.10073164048475,0.81435,0.0027494006392303,20000,0.406297654357089,0.00121791434154787,0.17223909796257,0.391136782030783,0.279569670208743,0.51465906172119,0.635096518357006,0.71333650034409,0.406297654357089,0.829194123079634,1.17446199018883,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"VK_leading_oracle",0.81341,-0.13659,0.00123196660628444,-0.13548,0.00116398678886508,0.18659,1.10073164048475,0.81435,0.0027494006392303,20000,0.406297654357089,0.00121791434154787,0.17223909796257,0.391136782030783,0.279569670208743,0.51465906172119,0.635096518357006,0.71333650034409,0.406297654357089,0.829194123079634,1.17446199018883,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"VK_asym_full_feasible",0.81099,-0.13901,0.00123808408397814,-0.1379,0.00117620140048265,0.18901,1.12987906720003,0.8124,0.00276049126062735,20000,0.409613588258878,0.00127208701702755,0.179900271199909,0.391971403148788,0.276153143051172,0.52269118147306,0.649193330631711,0.730777092969721,0.409613588258878,0.835961459475497,1.184047175552,0,0,0,0.12612
"gaussian_phi000_N64_M16_Q4","gaussian_phi000_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,64,16,4,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 64",0.666666666666667,5,2090051795,"gaussian_phi000_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0,"phi = 0.00",64,16,4,5,100000,20000,"F_feasible_leading",0.81099,-0.13901,0.00123808408397814,-0.1379,0.00117620140048265,0.18901,1.12987906720003,0.8124,0.00276049126062735,20000,0.409613588258878,0.00127208701702755,0.179900271199909,0.391971403148788,0.276153143051172,0.52269118147306,0.649193330631711,0.730777092969721,0.409613588258878,0.835961459475497,1.184047175552,0,0,0,0.12612
"gaussian_phi005_N64_M4_Q16","gaussian_phi005_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.05,64,4,16,0.05,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 64",0.333333333333333,2,2095055295,"gaussian_phi005_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.05,"phi = 0.05",64,4,16,2,100000,20000,"raw",0.92288,-0.0271199999999999,0.000843637988713168,-0.02687,0.000671330423744804,0.07712,1.25857160096891,0.9267,0.00184292037266942,20000,0.493544933806127,0.000654578228366994,0.0925713408190756,0.49050136423201,0.429458594009152,0.553829167081602,0.613859160664502,0.651225184053972,0.493544933806127,0.958840039869468,1,0,0,0,5e-05
"gaussian_phi005_N64_M4_Q16","gaussian_phi005_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.05,64,4,16,0.05,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 64",0.333333333333333,2,2095055295,"gaussian_phi005_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.05,"phi = 0.05",64,4,16,2,100000,20000,"K_asym_full",0.93381,-0.0161899999999999,0.000786186262281401,-0.01594,0.00063534494617649,0.06619,1.15043774709494,0.93705,0.00171737150174329,20000,0.516863444059419,0.000686601027768314,0.0971000485409256,0.51374101779567,0.449846093224643,0.580110195430156,0.643063066430136,0.681968735102694,0.516863444059419,1.00414234117877,1.04724698534227,0,0,0,5e-05
"gaussian_phi005_N64_M4_Q16","gaussian_phi005_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.05,64,4,16,0.05,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 64",0.333333333333333,2,2095055295,"gaussian_phi005_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.05,"phi = 0.05",64,4,16,2,100000,20000,"K_leading",0.93486,-0.0151399999999999,0.000780363892040117,-0.01489,0.000632207937207972,0.06514,1.14058051337808,0.93785,0.00170715227059568,20000,0.519154769858589,0.000689757089038613,0.0975463830061393,0.516038647360251,0.451873447611545,0.582721540932821,0.645891598547459,0.684998004484621,0.519154769858589,1.00859384046514,1.05188957336663,0,0,0,5e-05
"gaussian_phi005_N64_M4_Q16","gaussian_phi005_N64","gaussian","phi_grid_three_regimes","N_64","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.05,64,4,16,0.05,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 64",0.333333333333333,2,2095055295,"gaussian_phi005_N64","gaussian","Gaussian","inside formal moment assumptions","regular",0.05,"phi = 0.05",64,4,16,2,100000,20000,"V_oracle",0.92601,-0.02399,0.000827740780075502,-0.02374,0.000661640764830143,0.07399,1.22895370301257,0.9298,0.00180654310770599,20000,0.499620618441992,0.000662905197237089,0.0937489520500303,0.496584123568145,0.434785628655961,0.560672327714903,0.621489387143064,0.659421596324233,0.499620618441992,0.970643645376186,1.01231029683358,0,0,0,5e-05
